name|label|concept
B05003_021|estimate, total, female, 18 years and over, foreign born|sex by age by nativity and citizenship status
B05003_022|estimate, total, female, 18 years and over, foreign born, naturalized u.s. citizen|sex by age by nativity and citizenship status
B05003_023|estimate, total, female, 18 years and over, foreign born, not a u.s. citizen|sex by age by nativity and citizenship status
B05004_001|estimate, total|median age by nativity and citizenship status by sex
B05004_002|estimate, total, male|median age by nativity and citizenship status by sex
B05004_003|estimate, total, female|median age by nativity and citizenship status by sex
B05004_004|estimate, total, native|median age by nativity and citizenship status by sex
B05004_005|estimate, total, native, male|median age by nativity and citizenship status by sex
B05004_006|estimate, total, native, female|median age by nativity and citizenship status by sex
B05004_007|estimate, total, foreign born|median age by nativity and citizenship status by sex
B05004_008|estimate, total, foreign born, male|median age by nativity and citizenship status by sex
B05004_009|estimate, total, foreign born, female|median age by nativity and citizenship status by sex
B05004_010|estimate, total, foreign born, naturalized u.s. citizen|median age by nativity and citizenship status by sex
B05004_011|estimate, total, foreign born, naturalized u.s. citizen, male|median age by nativity and citizenship status by sex
B05004_012|estimate, total, foreign born, naturalized u.s. citizen, female|median age by nativity and citizenship status by sex
B05004_013|estimate, total, foreign born, not a u.s. citizen|median age by nativity and citizenship status by sex
B05004_014|estimate, total, foreign born, not a u.s. citizen, male|median age by nativity and citizenship status by sex
B05004_015|estimate, total, foreign born, not a u.s. citizen, female|median age by nativity and citizenship status by sex
B05005_001|estimate, total|period of entry by nativity and citizenship status in the united states
B05005_002|estimate, total, entered 2010 or later|period of entry by nativity and citizenship status in the united states
B05005_003|estimate, total, entered 2010 or later, native|period of entry by nativity and citizenship status in the united states
B05005_004|estimate, total, entered 2010 or later, foreign born|period of entry by nativity and citizenship status in the united states
B05005_005|estimate, total, entered 2010 or later, foreign born, naturalized u.s. citizen|period of entry by nativity and citizenship status in the united states
B05005_006|estimate, total, entered 2010 or later, foreign born, not a u.s. citizen|period of entry by nativity and citizenship status in the united states
B05005_007|estimate, total, entered 2000 to 2009|period of entry by nativity and citizenship status in the united states
B05005_008|estimate, total, entered 2000 to 2009, native|period of entry by nativity and citizenship status in the united states
B05005_009|estimate, total, entered 2000 to 2009, foreign born|period of entry by nativity and citizenship status in the united states
B05005_010|estimate, total, entered 2000 to 2009, foreign born, naturalized u.s. citizen|period of entry by nativity and citizenship status in the united states
B05005_011|estimate, total, entered 2000 to 2009, foreign born, not a u.s. citizen|period of entry by nativity and citizenship status in the united states
B05005_012|estimate, total, entered 1990 to 1999|period of entry by nativity and citizenship status in the united states
B05005_013|estimate, total, entered 1990 to 1999, native|period of entry by nativity and citizenship status in the united states
B05005_014|estimate, total, entered 1990 to 1999, foreign born|period of entry by nativity and citizenship status in the united states
B05005_015|estimate, total, entered 1990 to 1999, foreign born, naturalized u.s. citizen|period of entry by nativity and citizenship status in the united states
B05005_016|estimate, total, entered 1990 to 1999, foreign born, not a u.s. citizen|period of entry by nativity and citizenship status in the united states
B05005_017|estimate, total, entered before 1990|period of entry by nativity and citizenship status in the united states
B05005_018|estimate, total, entered before 1990, native|period of entry by nativity and citizenship status in the united states
B05005_019|estimate, total, entered before 1990, foreign born|period of entry by nativity and citizenship status in the united states
B05005_020|estimate, total, entered before 1990, foreign born, naturalized u.s. citizen|period of entry by nativity and citizenship status in the united states
B05005_021|estimate, total, entered before 1990, foreign born, not a u.s. citizen|period of entry by nativity and citizenship status in the united states
B05005PR_001|estimate, total|period of entry by nativity and citizenship status in puerto rico
B05005PR_002|estimate, total, entered 2010 or later|period of entry by nativity and citizenship status in puerto rico
B05005PR_003|estimate, total, entered 2010 or later, native|period of entry by nativity and citizenship status in puerto rico
B05005PR_004|estimate, total, entered 2010 or later, foreign born|period of entry by nativity and citizenship status in puerto rico
B05005PR_005|estimate, total, entered 2010 or later, foreign born, naturalized u.s. citizen|period of entry by nativity and citizenship status in puerto rico
B05005PR_006|estimate, total, entered 2010 or later, foreign born, not a u.s. citizen|period of entry by nativity and citizenship status in puerto rico
B05005PR_007|estimate, total, entered 2000 to 2009|period of entry by nativity and citizenship status in puerto rico
B05005PR_008|estimate, total, entered 2000 to 2009, native|period of entry by nativity and citizenship status in puerto rico
B05005PR_009|estimate, total, entered 2000 to 2009, foreign born|period of entry by nativity and citizenship status in puerto rico
B05005PR_010|estimate, total, entered 2000 to 2009, foreign born, naturalized u.s. citizen|period of entry by nativity and citizenship status in puerto rico
B05005PR_011|estimate, total, entered 2000 to 2009, foreign born, not a u.s. citizen|period of entry by nativity and citizenship status in puerto rico
B05005PR_012|estimate, total, entered 1990 to 1999|period of entry by nativity and citizenship status in puerto rico
B05005PR_013|estimate, total, entered 1990 to 1999, native|period of entry by nativity and citizenship status in puerto rico
B05005PR_014|estimate, total, entered 1990 to 1999, foreign born|period of entry by nativity and citizenship status in puerto rico
B05005PR_015|estimate, total, entered 1990 to 1999, foreign born, naturalized u.s. citizen|period of entry by nativity and citizenship status in puerto rico
B05005PR_016|estimate, total, entered 1990 to 1999, foreign born, not a u.s. citizen|period of entry by nativity and citizenship status in puerto rico
B05005PR_017|estimate, total, entered before 1990|period of entry by nativity and citizenship status in puerto rico
B05005PR_018|estimate, total, entered before 1990, native|period of entry by nativity and citizenship status in puerto rico
B05005PR_019|estimate, total, entered before 1990, foreign born|period of entry by nativity and citizenship status in puerto rico
B05005PR_020|estimate, total, entered before 1990, foreign born, naturalized u.s. citizen|period of entry by nativity and citizenship status in puerto rico
B05005PR_021|estimate, total, entered before 1990, foreign born, not a u.s. citizen|period of entry by nativity and citizenship status in puerto rico
B05006_001|estimate, total|place of birth for the foreign-born population in the united states
B05006_002|estimate, total, europe|place of birth for the foreign-born population in the united states
B05006_003|estimate, total, europe, northern europe|place of birth for the foreign-born population in the united states
B05006_004|estimate, total, europe, northern europe, united kingdom (inc. crown dependencies)|place of birth for the foreign-born population in the united states
B05006_005|estimate, total, europe, northern europe, united kingdom (inc. crown dependencies), united kingdom, excluding england and scotland|place of birth for the foreign-born population in the united states
B05006_006|estimate, total, europe, northern europe, united kingdom (inc. crown dependencies), england|place of birth for the foreign-born population in the united states
B05006_007|estimate, total, europe, northern europe, united kingdom (inc. crown dependencies), scotland|place of birth for the foreign-born population in the united states
